id,level,category,subcategory,stem,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,answerIndex,explanation,difficulty,image,importedAt
q0448,1,Quantitative Methods,Rates and Returns,"An investment has annual returns of 15.00%, 8.00%, and 9.00% over three years. The geometric mean annual return is closest to:",10.62%,10.67%,11.79%,35.38%,35.38%,0,A,Geometric mean annual return = [(1+r1)(1+r2)(1+r3)]^(1/3) − 1.,3,,2026-01-20T07:12:33.524Z
q0282,1,Financial Reporting & Analysis,Ratios,A firm has current assets of 800 and current liabilities of 400. Its current ratio is closest to:,2,2.5,1.5,1,1,0,A,Current ratio = Current assets / Current liabilities.,2,,2026-01-20T07:12:33.520Z
q0267,1,Economics,Fiscal Policy,A proportional tax system implies average tax rates:,Are constant as income changes,Increase as income increases,Decrease as income increases,Are always zero,Are always zero,0,A,"In a proportional system, the tax rate is constant across income levels.",2,,2026-01-20T07:12:33.519Z
q0552,1,Equity Investments,Equity Valuation,"Using the Gordon growth model, if D1=1.50, r=12.00%, and g=4.00%, the stock’s intrinsic value is closest to:",18.75,15.94,21.56,12.5,12.5,0,A,Gordon: V0 = D1/(r−g).,3,,2026-01-20T07:12:33.527Z
q0660,1,Economics,LM6: International Trade,Quel bloc correspond à une union douanière (customs union) ?,Accords bilatéraux sans règles communes.,Monnaie unique sans libre circulation des biens.,Tarifs internes maintenus + aucune coordination extérieure.,Libre-échange interne + tarif extérieur commun.,Libre-échange interne + tarif extérieur commun.,3,D,,2,,2026-01-19T23:10:30.149Z
q0992,1,Economics,LM8: Exchange Rate Calculations,Spot = 1.20576 et forward points = +0.00717. Le forward rate (approx.) est :,1.21293,1.19859,1.21440,1.20576,1.20576,0,A,,1,,2026-01-19T23:10:28.957Z
q0959,1,Economics,LM8: Exchange Rate Calculations,Un arbitrage FX « covered » implique typiquement :,acheter uniquement une action étrangère sans couverture.,changer la base monétaire via taxes.,fixer des quotas d’importation.,conversion spot → placement → re-conversion via forward pour éliminer le risque FX.,conversion spot → placement → re-conversion via forward pour éliminer le risque FX.,3,D,,3,,2026-01-19T23:10:28.956Z
q0095,1,Quantitative Methods,Simple Linear Regression,"Based on Exhibit 1, Olabudo should:",conclude that the inflation predictions are unbiased.,reject the null hypothesis that the slope coefficient equals one.,reject the null hypothesis that the intercept coefficient equals zero.,0,,,A,"We fail to reject the null hypothesis of a slope equal to one, and we fail to reject the null hypothesis of an intercept equal to zero. The test of the slope equal to 1.0 is ​t = ​ 0.9830 − 1.000 ___________ 0.0155 ​ = − 1.09677​. The test of the intercept equal to 0.0 is ​t = ​ 0.0001 − 0.0000 ____________ .00002 ​ = 0.5000​.",1,q0095_q0095.png,2026-01-20T07:12:33.514Z
q0405,1,Portfolio Management & Wealth Planning,Behavioral Finance,Mental accounting MOST likely causes investors to:,Treat money differently depending on its source or intended use,Always maximize expected return,Ignore framing effects,Prefer negative skewness,Prefer negative skewness,0,A,Mental accounting partitions wealth into separate ‘buckets’ affecting decisions.,3,,2026-01-20T07:12:33.523Z
q0257,1,Quantitative Methods,Simple Linear Regression,"In a simple regression of Y on X, the slope coefficient is estimated as 0.6. This is BEST interpreted as:",A one-unit increase in X is associated with an average increase of 0.6 in Y,A one-unit increase in Y causes X to increase,The correlation between X and Y is exactly 0.6,The intercept equals 0.6,The intercept equals 0.6,0,A,"The slope measures the average change in Y for a one-unit change in X, holding other factors constant (in simple regression, just the linear relationship).",2,q0257_q0257.png,2026-01-20T07:12:33.519Z
q0931,1,Economics,LM8: Exchange Rate Calculations,"Pour calculer un cross-rate avec 3 devises, on utilise généralement :",deux quotes et parfois une inversion pour annuler la devise intermédiaire.,un seul taux et une prime de risque.,le PIB relatif des pays.,la volatilité implicite.,la volatilité implicite.,0,A,,3,,2026-01-19T23:10:28.955Z
q0136,1,Quantitative Methods,Descriptive Statistics,"For the data set [12, 29, 30, 31, 39], the mean and median are closest to:","mean 28.2, median 30","mean 30, median 28.2","mean 28.2, median 29","mean 28.2, median 31","mean 28.2, median 31",0,A,Mean is the arithmetic average; median is the middle observation (after sorting).,2,,2026-01-20T07:12:33.516Z
q0705,1,Economics,LM6: International Trade,Pays A peut produire 4 vin ou 8 tissu par jour. Pays B peut produire 7 vin ou 5 tissu. Le pays avec avantage comparatif en vin est :,Le pays B.,Les deux pays ont le même avantage comparatif en vin.,Impossible à déterminer sans le prix mondial.,Le pays qui a la productivité la plus élevée en vin.,Le pays qui a la productivité la plus élevée en vin.,0,A,,4,,2026-01-19T23:10:30.151Z
q0549,1,Equity Investments,Equity Valuation,"Using the Gordon growth model, if D1=1.50, r=12.00%, and g=6.00%, the stock’s intrinsic value is closest to:",25,21.25,28.75,12.5,12.5,0,A,Gordon: V0 = D1/(r−g).,3,,2026-01-20T07:12:33.527Z
q0349,1,Equity Investments,Corporate Actions,A share repurchase (all else equal) MOST directly reduces:,Shares outstanding,Total assets,Revenue,Operating cash flow,Operating cash flow,0,A,"Repurchases reduce shares outstanding (and equity), potentially increasing EPS if earnings unchanged.",2,,2026-01-20T07:12:33.522Z
q0303,1,Financial Reporting & Analysis,Leases,"Compared with an operating lease under older accounting, capitalizing a lease will MOST likely:",Increase reported assets and liabilities,Decrease reported assets and liabilities,Have no effect on leverage ratios,Eliminate interest expense,Eliminate interest expense,0,A,"Capitalizing recognizes a right-of-use asset and lease liability, increasing reported leverage.",3,,2026-01-20T07:12:33.520Z
q0614,1,Economics,LM5: Introduction to Geopolitics,Un canal classique par lequel le risque géopolitique affecte les marchés est :,hausse de l’incertitude → prime de risque plus élevée → baisse de valorisation.,suppression de la volatilité.,baisse automatique des taxes.,hausse certaine du PIB potentiel.,hausse certaine du PIB potentiel.,0,A,,2,,2026-01-19T23:10:30.147Z
q0609,1,Economics,LM5: Introduction to Geopolitics,Quel impact investissement est le plus plausible lors d’un choc géopolitique majeur ?,Disparition instantanée des primes de risque.,Rotation vers actifs refuges et hausse de la volatilité.,Baisse certaine de tous les spreads de crédit.,Hausse automatique des dividendes.,Hausse automatique des dividendes.,1,B,,2,,2026-01-19T23:10:30.147Z
q0292,1,Financial Reporting & Analysis,Depreciation,"An asset costs 150,000 with salvage value 15,000 and useful life 8 years. Straight-line annual depreciation is closest to:","16,875","20,250","13,500","18,750","18,750",0,A,Straight-line depreciation = (Cost − Salvage)/Life.,2,,2026-01-20T07:12:33.520Z
q0957,1,Economics,LM8: Exchange Rate Calculations,Une forward premium (en points) représente :,le spread bid-ask.,le taux d’inflation annuel.,la volatilité implicite de l’action.,"l’écart entre forward et spot, souvent exprimé en pips/swap points.","l’écart entre forward et spot, souvent exprimé en pips/swap points.",3,D,,2,,2026-01-19T23:10:28.956Z
q0246,1,Quantitative Methods,Probability Concepts,"Event A has probability 0.4. If P(B|A)=0.6 and P(B|not A)=0.3, what is P(A|B) closest to?",0.571,0.42,0.24,0.671,0.671,0,A,"Bayes’ rule: P(A|B)=P(B|A)P(A)/P(B), where P(B)=P(B|A)P(A)+P(B|¬A)P(¬A).",4,,2026-01-20T07:12:33.519Z
q0163,1,Financial Reporting & Analysis,Cash Flow Statement,"Under the indirect method, depreciation expense is:",Added back to net income,Subtracted from net income,Reported as an investing cash outflow,Reported as a financing cash inflow,Reported as a financing cash inflow,0,A,Depreciation is non-cash; it is added back to reconcile net income to CFO.,1,,2026-01-20T07:12:33.517Z
q0796,1,Economics,LM7: Capital Flows and the FX Market,Un « real money account » en FX désigne plutôt :,"fonds institutionnels souvent peu levierisés (assureurs, pensions, mutual funds).",traders HFT à horizon milliseconde uniquement.,comptes de détail avec levier maximal.,banques centrales seulement.,banques centrales seulement.,0,A,,1,,2026-01-19T23:10:30.154Z
q0902,1,Economics,LM8: Exchange Rate Calculations,Spot = 1.09860 et forward points = +0.00957. Le forward rate (approx.) est :,1.09860,1.10911,1.10817,1.08903,1.08903,2,C,,3,,2026-01-19T23:10:28.954Z
q0429,1,Quantitative Methods,Time Value of Money,"What is the present value of 3,500 received in 4 years, discounted at 8.00% compounded annually?","2,572.60","2,778.41","2,315.34","2,829.86","2,829.86",0,A,PV = FV/(1+r)^n.,3,q0429_q0429.png,2026-01-20T07:12:33.524Z
q0888,1,Economics,LM8: Exchange Rate Calculations,"Parité couverte (1 période). Spot Sf/d = 1.2343, rd = 1.17%, rf = 0.65%. Forward Ff/d (approx.) est :",1.2407,1.2157,1.2280,1.2402,1.2402,2,C,,4,,2026-01-19T23:10:28.954Z
q0816,1,Economics,LM7: Capital Flows and the FX Market,Un « real money account » en FX désigne plutôt :,comptes de détail avec levier maximal.,banques centrales seulement.,"fonds institutionnels souvent peu levierisés (assureurs, pensions, mutual funds).",traders HFT à horizon milliseconde uniquement.,traders HFT à horizon milliseconde uniquement.,2,C,,3,,2026-01-19T23:10:28.951Z
q0981,1,Economics,LM8: Exchange Rate Calculations,"Pour calculer un cross-rate avec 3 devises, on utilise généralement :",deux quotes et parfois une inversion pour annuler la devise intermédiaire.,un seul taux et une prime de risque.,le PIB relatif des pays.,la volatilité implicite.,la volatilité implicite.,0,A,,2,,2026-01-19T23:10:28.957Z
q0795,1,Economics,LM7: Capital Flows and the FX Market,Une appréciation de la devise domestique tend (toutes choses égales) à :,rendre les exportations moins chères.,rendre les exportations plus chères et les importations moins chères.,augmenter automatiquement le solde commercial.,ne pas affecter les flux commerciaux.,ne pas affecter les flux commerciaux.,1,B,,2,,2026-01-19T23:10:30.154Z
q0125,1,Quantitative Methods,Time Value of Money,"What is the future value of 2000 invested today at 5.00% for 4 years, compounded annually?","2,431.01","2,400.00","2,315.25","2,552.56","2,552.56",0,A,FV = PV × (1+r)^n.,2,q0125_q0125.png,2026-01-20T07:12:33.516Z
q0531,1,Corporate Finance,Capital Budgeting,"A project requires an initial outlay of 1000 and generates 400 per year for 4 years. Using discount rate 10.00%, the NPV is closest to:",268,388,148,-268,-268,0,A,NPV = −Outlay + Σ CF_t/(1+r)^t.,4,,2026-01-20T07:12:33.526Z
q0849,1,Economics,LM7: Capital Flows and the FX Market,Une intervention de la banque centrale sur le FX market vise souvent à :,définir la productivité du travail.,influencer le taux de change (niveau/volatilité) via achats/ventes de devises.,contrôler les prix de toutes les actions.,fixer le budget public.,fixer le budget public.,1,B,,3,,2026-01-19T23:10:28.952Z
q0826,1,Economics,LM7: Capital Flows and the FX Market,Un « real money account » en FX désigne plutôt :,traders HFT à horizon milliseconde uniquement.,banques centrales seulement.,"fonds institutionnels souvent peu levierisés (assureurs, pensions, mutual funds).",comptes de détail avec levier maximal.,comptes de détail avec levier maximal.,2,C,,2,,2026-01-19T23:10:28.951Z
q0995,1,Economics,LM8: Exchange Rate Calculations,"À convention f/d, si rd augmente (tout le reste constant), la formule CIP suggère que Ff/d :",devient égal à 1.,reste inchangé toujours.,baisse (car F = S*(1+rf)/(1+rd)).,augmente mécaniquement.,augmente mécaniquement.,2,C,,5,,2026-01-19T23:10:28.958Z
q0244,1,Quantitative Methods,Probability Concepts,"Event A has probability 0.3. If P(B|A)=0.6 and P(B|not A)=0.3, what is P(A|B) closest to?",0.462,0.39,0.18,0.562,0.562,0,A,"Bayes’ rule: P(A|B)=P(B|A)P(A)/P(B), where P(B)=P(B|A)P(A)+P(B|¬A)P(¬A).",4,,2026-01-20T07:12:33.519Z
q0391,1,Alternative Investments,Commodities,Backwardation is MOST commonly associated with futures prices:,Below spot prices (downward-sloping futures curve),Above spot prices,Equal to spot prices always,Unrelated to spot prices,Unrelated to spot prices,0,A,Backwardation refers to futures below spot (often due to convenience yield).,3,,2026-01-20T07:12:33.523Z
q0506,1,Financial Reporting & Analysis,Inventory,"Beginning inventory is 180, purchases are 1000, and ending inventory is 320. Cost of goods sold is closest to:",860,900,820,1180,1180,0,A,COGS = Beginning inventory + Purchases − Ending inventory.,2,,2026-01-20T07:12:33.525Z
q0192,1,Derivatives,Forwards,"For a forward contract on a non-dividend-paying stock, the forward price is MOST closely related to:",Spot price compounded at the risk-free rate,Spot price discounted at the risk-free rate,Expected future spot price under the physical measure,The stock’s dividend yield only,The stock’s dividend yield only,0,A,No-arbitrage: F0 = S0(1+r)^T (ignoring dividends).,3,,2026-01-20T07:12:33.517Z
